day,time,session,view,term_view,ad_click,subid1,subid2,subid3,subid4,campaign,country,keyword,useragent
2023-12-14,19:25:08,1da9a9a5d1,1,0,0,__CAMPAIGN_NAME__,__AID_NAME__,__C|__AID__|__CAMPAIGN_ID__,6bcb0a87-321f-4acb-9e79-f61699260340,767490_Truck Driver Jobs / ZA / AlexIv / [int],MY,,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/19F77"
2023-12-14,19:25:27,100690f8c5,1,0,0,__CAMPAIGN_NAME__,__AID_NAME__,__C|__AID__|__CAMPAIGN_ID__,acd9f01f-0eb9-49b3-901f-81d834c1e319,767490_Truck Driver Jobs / ZA / AlexIv / [int],PK,,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/19F77"
2023-12-14,19:12:10,5d24ecdc98,1,0,0,__CAMPAIGN_NAME__,__AID_NAME__,__CID__|__AID__|__CAMPAIGN_ID__,a5f365e0-d053-43ed-9d31-996a834d2811,767586_Truck Driver Jobs / KZ / AlexIv / [int],SG,,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Mobile/15A372 Safari/604.1"
2023-12-14,19:17:46,5736fd397e,1,0,0,__CAMPAIGN_NAME__,__AID_NAME__,__CID_|__AID__|__CAMPAIGN_ID__,1210c8cc-df91-4a22-9a23-ff87c35c6b47,910059_Storage Jobs - DE - [int] - Viktor,DE,,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/19F77"
2023-12-14,19:17:47,738a40566d,1,0,0,__CAMPAIGN_NAME__,__AID_NAME__,__CID_|__AID__|__CAMPAIGN_ID__,2e7f44bc-a235-4182-9b36-d1ff530db1b8,910059_Storage Jobs - DE - [int] - Viktor,DE,,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/19F77"
2023-12-14,19:55:14,d1f8290960,1,0,0,__CAMPAIGN_NAME__,__AID_NAME__,__CID_|__AID__|__CAMPAIGN_ID__,2fd8a1b3-4a00-4576-aa8a-199d28facdf2,922014_Detective / US / Nikita / INT,US,,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/19F77"
2023-12-14,19:55:50,10fa65004d,1,0,0,__CAMPAIGN_NAME__,__AID_NAME__,__CID_|__AID__|__CAMPAIGN_ID__,f186d953-7ecf-4884-9e81-37379865032b,922014_Detective / US / Nikita / INT,US,,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/19F77"
2023-12-14,19:11:01,307acd5973,1,0,0,TikTok%20%28Tonic%29%20-%20Ruslan%20-%20%20927646%20-%20Packing%20Jobs%20%2F%20AU%20%2F%20New%202%20,TikTok%20%28Tonic%29%20-%20Ruslan%20-%20%20927646%20-%20Packing%20Jobs%20%2F%20AU%20%2F%20New%202%20,1785253976677426|1785252940289073|1785252943204386,f49f45d1-2004-4882-86a6-de95e0111741,927646_Packing Jobs / AU / New 2 NIKITA / INT,AU,,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 musical_ly_31.0.2 JsSdk/2.0 NetType/WIFI Channel/App Store ByteLocale/en Region/AU RevealType/Dialog isDarkMode/0 WKWebView/1 BytedanceWeb"
2023-12-14,19:11:11,307acd5973,0,1,0,TikTok%20%28Tonic%29%20-%20Ruslan%20-%20%20927646%20-%20Packing%20Jobs%20%2F%20AU%20%2F%20New%202%20,TikTok%20%28Tonic%29%20-%20Ruslan%20-%20%20927646%20-%20Packing%20Jobs%20%2F%20AU%20%2F%20New%202%20,1785253976677426|1785252940289073|1785252943204386,f49f45d1-2004-4882-86a6-de95e0111741,927646_Packing Jobs / AU / New 2 NIKITA / INT,AU,Warehouse Picking Packing,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 musical_ly_31.0.2 JsSdk/2.0 NetType/WIFI Channel/App Store ByteLocale/en Region/AU RevealType/Dialog isDarkMode/0 WKWebView/1 BytedanceWeb"
2023-12-14,19:11:14,307acd5973,0,0,1,TikTok%20%28Tonic%29%20-%20Ruslan%20-%20%20927646%20-%20Packing%20Jobs%20%2F%20AU%20%2F%20New%202%20,TikTok%20%28Tonic%29%20-%20Ruslan%20-%20%20927646%20-%20Packing%20Jobs%20%2F%20AU%20%2F%20New%202%20,1785253976677426|1785252940289073|1785252943204386,f49f45d1-2004-4882-86a6-de95e0111741,927646_Packing Jobs / AU / New 2 NIKITA / INT,AU,Warehouse Picking Packing,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 musical_ly_31.0.2 JsSdk/2.0 NetType/WIFI Channel/App Store ByteLocale/en Region/AU RevealType/Dialog isDarkMode/0 WKWebView/1 BytedanceWeb"
2023-12-14,19:28:51,991106efce,1,0,0,TikTok (Tonic) - Ruslan -  927646 - Packing Jobs / AU / New 2 NIKITA / EN,TikTok (Tonic) - Ruslan -  927646 - Packing Jobs / AU / New 2 NIKITA / EN | 14.12 | box,1785253976677426|1785252940289073|1785252943204386,2f4f55cc-97a5-4238-8615-1072fe25cb21,927646_Packing Jobs / AU / New 2 NIKITA / INT,AU,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 musical_ly_32.4.0 JsSdk/2.0 NetType/WIFI Channel/App Store ByteLocale/en Region/AU isDarkMode/0 WKWebView/1 RevealType/Dialog BytedanceWeb"
2023-12-14,19:29:00,991106efce,0,1,0,TikTok (Tonic) - Ruslan -  927646 - Packing Jobs / AU / New 2 NIKITA / EN,TikTok (Tonic) - Ruslan -  927646 - Packing Jobs / AU / New 2 NIKITA / EN | 14.12 | box,1785253976677426|1785252940289073|1785252943204386,2f4f55cc-97a5-4238-8615-1072fe25cb21,927646_Packing Jobs / AU / New 2 NIKITA / INT,AU,Work from Home Vacancies,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 musical_ly_32.4.0 JsSdk/2.0 NetType/WIFI Channel/App Store ByteLocale/en Region/AU isDarkMode/0 WKWebView/1 RevealType/Dialog BytedanceWeb"
2023-12-14,19:29:04,991106efce,0,0,1,TikTok (Tonic) - Ruslan -  927646 - Packing Jobs / AU / New 2 NIKITA / EN,TikTok (Tonic) - Ruslan -  927646 - Packing Jobs / AU / New 2 NIKITA / EN | 14.12 | box,1785253976677426|1785252940289073|1785252943204386,2f4f55cc-97a5-4238-8615-1072fe25cb21,927646_Packing Jobs / AU / New 2 NIKITA / INT,AU,Work from Home Vacancies,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 musical_ly_32.4.0 JsSdk/2.0 NetType/WIFI Channel/App Store ByteLocale/en Region/AU isDarkMode/0 WKWebView/1 RevealType/Dialog BytedanceWeb"
2023-12-14,19:44:34,10d3229eac,1,0,0,TikTok (Tonic) - Ruslan -  927646 - Packing Jobs / AU / New 2 NIKITA / EN,__AID_NAME__,1785253976677426|1785252940289073|1785252943204386,f07c9fcf-8c4a-46b4-b795-2a6fec424f8d,927646_Packing Jobs / AU / New 2 NIKITA / INT,AU,,"Mozilla/5.0 (Linux; Android 9; Redmi Note 8 Build/PKQ1.190616.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/81.0.4044.117 Mobile Safari/537.36 trill_2022606040 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app_vers"
2023-12-14,19:26:55,6da889d1e8,1,0,0,Iva1 - Tonic | 930365 - Airport Jobs / SE / AlexIv / [eng] | 14.12,__AID_NAME__,1785279746842673|1785279741345825|1785279741345809,fc1295df-7cd2-4b7c-b613-f2ee58948a2f,930365_Airport Jobs / SE / AlexIv / [int],SE,,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 musical_ly_26.3.4 JsSdk/2.0 NetType/WIFI Channel/App Store ByteLocale/sv Region/SE AppSkin/white RevealType/Dialog WKWebView/1 BytedanceWe"
2023-12-14,19:52:57,4a21bd0c21,1,0,0,Iva1 - Tonic | 930365 - Airport Jobs / SE / AlexIv / [eng] | 14.12,Iva1 - Tonic | 930365 - Airport Jobs / SE / AlexIv / [eng] | 14.12 | regu,1785279756362785|1785279746139186|1785279741345809,fd81591b-8044-412f-a7cb-d2238e35b206,930365_Airport Jobs / SE / AlexIv / [int],SE,,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 musical_ly_32.4.0 JsSdk/2.0 NetType/WIFI Channel/App Store ByteLocale/en Region/SE isDarkMode/0 WKWebView/1 RevealType/Dialog BytedanceWebvi"
2023-12-14,19:53:01,4a21bd0c21,0,1,0,Iva1 - Tonic | 930365 - Airport Jobs / SE / AlexIv / [eng] | 14.12,Iva1 - Tonic | 930365 - Airport Jobs / SE / AlexIv / [eng] | 14.12 | regu,1785279756362785|1785279746139186|1785279741345809,fd81591b-8044-412f-a7cb-d2238e35b206,930365_Airport Jobs / SE / AlexIv / [int],SE,Lokalvårdare Städare,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 musical_ly_32.4.0 JsSdk/2.0 NetType/WIFI Channel/App Store ByteLocale/en Region/SE isDarkMode/0 WKWebView/1 RevealType/Dialog BytedanceWebvi"
2023-12-14,19:53:02,4a21bd0c21,0,0,1,Iva1 - Tonic | 930365 - Airport Jobs / SE / AlexIv / [eng] | 14.12,Iva1 - Tonic | 930365 - Airport Jobs / SE / AlexIv / [eng] | 14.12 | regu,1785279756362785|1785279746139186|1785279741345809,fd81591b-8044-412f-a7cb-d2238e35b206,930365_Airport Jobs / SE / AlexIv / [int],SE,Lokalvårdare Städare,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 musical_ly_32.4.0 JsSdk/2.0 NetType/WIFI Channel/App Store ByteLocale/en Region/SE isDarkMode/0 WKWebView/1 RevealType/Dialog BytedanceWebvi"
2023-12-14,19:53:40,4a21bd0c21,0,1,0,Iva1 - Tonic | 930365 - Airport Jobs / SE / AlexIv / [eng] | 14.12,Iva1 - Tonic | 930365 - Airport Jobs / SE / AlexIv / [eng] | 14.12 | regu,1785279756362785|1785279746139186|1785279741345809,fd81591b-8044-412f-a7cb-d2238e35b206,930365_Airport Jobs / SE / AlexIv / [int],SE,Flyg,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 musical_ly_32.4.0 JsSdk/2.0 NetType/WIFI Channel/App Store ByteLocale/en Region/SE isDarkMode/0 WKWebView/1 RevealType/Dialog BytedanceWebvi"
2023-12-14,19:53:41,4a21bd0c21,0,0,1,Iva1 - Tonic | 930365 - Airport Jobs / SE / AlexIv / [eng] | 14.12,Iva1 - Tonic | 930365 - Airport Jobs / SE / AlexIv / [eng] | 14.12 | regu,1785279756362785|1785279746139186|1785279741345809,fd81591b-8044-412f-a7cb-d2238e35b206,930365_Airport Jobs / SE / AlexIv / [int],SE,Flyg,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 musical_ly_32.4.0 JsSdk/2.0 NetType/WIFI Channel/App Store ByteLocale/en Region/SE isDarkMode/0 WKWebView/1 RevealType/Dialog BytedanceWebvi"
2023-12-14,19:54:05,4a21bd0c21,0,1,0,Iva1 - Tonic | 930365 - Airport Jobs / SE / AlexIv / [eng] | 14.12,Iva1 - Tonic | 930365 - Airport Jobs / SE / AlexIv / [eng] | 14.12 | regu,1785279756362785|1785279746139186|1785279741345809,fd81591b-8044-412f-a7cb-d2238e35b206,930365_Airport Jobs / SE / AlexIv / [int],SE,Lokalvårdare Städare,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 musical_ly_32.4.0 JsSdk/2.0 NetType/WIFI Channel/App Store ByteLocale/en Region/SE isDarkMode/0 WKWebView/1 RevealType/Dialog BytedanceWebvi"
2023-12-14,19:54:07,4a21bd0c21,0,1,0,Iva1 - Tonic | 930365 - Airport Jobs / SE / AlexIv / [eng] | 14.12,Iva1 - Tonic | 930365 - Airport Jobs / SE / AlexIv / [eng] | 14.12 | regu,1785279756362785|1785279746139186|1785279741345809,fd81591b-8044-412f-a7cb-d2238e35b206,930365_Airport Jobs / SE / AlexIv / [int],SE,Lediga it Jobb,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 musical_ly_32.4.0 JsSdk/2.0 NetType/WIFI Channel/App Store ByteLocale/en Region/SE isDarkMode/0 WKWebView/1 RevealType/Dialog BytedanceWebvi"
2023-12-14,19:54:09,4a21bd0c21,0,0,1,Iva1 - Tonic | 930365 - Airport Jobs / SE / AlexIv / [eng] | 14.12,Iva1 - Tonic | 930365 - Airport Jobs / SE / AlexIv / [eng] | 14.12 | regu,1785279756362785|1785279746139186|1785279741345809,fd81591b-8044-412f-a7cb-d2238e35b206,930365_Airport Jobs / SE / AlexIv / [int],SE,Lediga it Jobb,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 musical_ly_32.4.0 JsSdk/2.0 NetType/WIFI Channel/App Store ByteLocale/en Region/SE isDarkMode/0 WKWebView/1 RevealType/Dialog BytedanceWebvi"
2023-12-14,19:14:38,a891351345,1,0,0,Iva1%20-%20Tonic%20%7C%20930557%20-%20Call%20Center%20Jobs%20%2F%20MY%20%2F%20AlexIv%20%2F%20%5Beng%,Iva1%20-%20Tonic%20%7C%20930557%20-%20Call%20Center%20Jobs%20%2F%20MY%20%2F%20AlexIv%20%2F%20%5Beng%,1785282083386418|1785281984804866|1785281984803890,2ac3fe3f-4e81-4b8e-9297-c78b61daafa6,930557_Call Center Jobs / MY / AlexIv / [int],MY,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 trill_32.3.0 JsSdk/2.0 NetType/4G Channel/App Store ByteLocale/en Region/MY RevealType/Dialog isDarkMode/1 WKWebView/1 BytedanceWebview/d8"
2023-12-14,19:14:55,a891351345,0,1,0,Iva1%20-%20Tonic%20%7C%20930557%20-%20Call%20Center%20Jobs%20%2F%20MY%20%2F%20AlexIv%20%2F%20%5Beng%,Iva1%20-%20Tonic%20%7C%20930557%20-%20Call%20Center%20Jobs%20%2F%20MY%20%2F%20AlexIv%20%2F%20%5Beng%,1785282083386418|1785281984804866|1785281984803890,2ac3fe3f-4e81-4b8e-9297-c78b61daafa6,930557_Call Center Jobs / MY / AlexIv / [int],MY,Part Time Work Opportunities,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 trill_32.3.0 JsSdk/2.0 NetType/4G Channel/App Store ByteLocale/en Region/MY RevealType/Dialog isDarkMode/1 WKWebView/1 BytedanceWebview/d8"
2023-12-14,19:14:57,a891351345,0,0,1,Iva1%20-%20Tonic%20%7C%20930557%20-%20Call%20Center%20Jobs%20%2F%20MY%20%2F%20AlexIv%20%2F%20%5Beng%,Iva1%20-%20Tonic%20%7C%20930557%20-%20Call%20Center%20Jobs%20%2F%20MY%20%2F%20AlexIv%20%2F%20%5Beng%,1785282083386418|1785281984804866|1785281984803890,2ac3fe3f-4e81-4b8e-9297-c78b61daafa6,930557_Call Center Jobs / MY / AlexIv / [int],MY,Part Time Work Opportunities,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 trill_32.3.0 JsSdk/2.0 NetType/4G Channel/App Store ByteLocale/en Region/MY RevealType/Dialog isDarkMode/1 WKWebView/1 BytedanceWebview/d8"
2023-12-14,19:43:23,1be7586264,1,0,0,Iva1 - Tonic | 930557 - Call Center Jobs / MY / AlexIv / [eng] | 14.12,__AID_NAME__,1785282087413794|1785281984806930|1785281984803890,f3df9022-9a2f-46ef-8e56-40d0a70f81e4,930557_Call Center Jobs / MY / AlexIv / [int],JP,,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 trill_26.4.5 JsSdk/2.0 NetType/WIFI Channel/App Store ByteLocale/my Region/MY AppSkin/white RevealType/Dialog WKWebView/1 FalconTag/AE7F89"
2023-12-14,19:43:41,6865094f4f,1,0,0,Iva1 - Tonic | 930557 - Call Center Jobs / MY / AlexIv / [eng] | 14.12,__AID_NAME__,1785282087413794|1785281984806930|1785281984803890,8434ad1e-b4b9-40de-b6ee-6cf7cd61d211,930557_Call Center Jobs / MY / AlexIv / [int],JP,,"Mozilla/5.0 (Linux; Android 9; CPH1931; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.62 Mobile Safari/537.36 trill_260604 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/trill app_version/26.6.4 ByteLocale/my ByteFullLoca"
