day,time,session,view,term_view,ad_click,subid1,subid2,subid3,subid4,campaign,country,keyword,useragent
2023-12-14,11:01:35,5b3aabab96,1,0,0,Iva1 - Tonic | 696448 - Airport Jobs / CA / AlexIv / [eng] | 14.12,__AID_NAME__,1785278573111345|1785278578153474|1785278578152498,6d69c49f-bef3-4bb7-8fe1-46f8161e4fb5,696448_Airport Jobs / CA / AlexIv / [int],CA,,"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-G975U; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 SamsungBrowser/11.0 Chrome/75.0.3770.143 Mobile Safari/537.36 trill_2022605000 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app_v"
2023-12-14,11:08:57,45370530fb,1,0,0,Iva1 - Tonic | 696448 - Airport Jobs / CA / AlexIv / [eng] | 14.12,Iva1 - Tonic | 696448 - Airport Jobs / CA / AlexIv / [eng] | 14.12 | indo,1785278573111345|1785278578153474|1785278578152498,a71ccc19-8608-43ce-89f0-72e2b83a8ee5,696448_Airport Jobs / CA / AlexIv / [int],CA,,"Mozilla/5.0 (iPad; CPU OS 17_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 musical_ly_32.4.0 JsSdk/2.0 NetType/WIFI Channel/App Store ByteLocale/en Region/CA isDarkMode/1 WKWebView/1 RevealType/Dialog BytedanceWebview/d8a2"
2023-12-14,11:12:11,2530dee01c,1,0,0,Iva1 - Tonic | 696448 - Airport Jobs / CA / AlexIv / [eng] | 14.12,Iva1 - Tonic | 696448 - Airport Jobs / CA / AlexIv / [eng] | 14.12 | indo,1785278573111345|1785278578153474|1785278578152498,1ae8b47e-ee0e-46e4-b040-3d5ec6ce7f21,696448_Airport Jobs / CA / AlexIv / [int],CA,,"Mozilla/5.0 (Linux; Android 13; SM-A045F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.43 Mobile Safari/537.36 trill_2023004050 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app_version"
2023-12-14,11:14:57,22a7a76c5f,1,0,0,Iva1 - Tonic | 696448 - Airport Jobs / CA / AlexIv / [eng] | 14.12,Iva1 - Tonic | 696448 - Airport Jobs / CA / AlexIv / [eng] | 14.12 | regu,1785278586238001|1785278578155538|1785278578152498,33103c65-57a0-4cd9-8743-7bee00a1032d,696448_Airport Jobs / CA / AlexIv / [int],CA,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 musical_ly_32.4.0 JsSdk/2.0 NetType/WIFI Channel/App Store ByteLocale/en Region/CA isDarkMode/1 WKWebView/1 RevealType/Dialog BytedanceWebvi"
2023-12-14,11:14:59,22a7a76c5f,0,1,0,Iva1 - Tonic | 696448 - Airport Jobs / CA / AlexIv / [eng] | 14.12,Iva1 - Tonic | 696448 - Airport Jobs / CA / AlexIv / [eng] | 14.12 | regu,1785278586238001|1785278578155538|1785278578152498,33103c65-57a0-4cd9-8743-7bee00a1032d,696448_Airport Jobs / CA / AlexIv / [int],CA,Airport Jobs Near Me,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 musical_ly_32.4.0 JsSdk/2.0 NetType/WIFI Channel/App Store ByteLocale/en Region/CA isDarkMode/1 WKWebView/1 RevealType/Dialog BytedanceWebvi"
2023-12-14,11:15:01,22a7a76c5f,0,0,1,Iva1 - Tonic | 696448 - Airport Jobs / CA / AlexIv / [eng] | 14.12,Iva1 - Tonic | 696448 - Airport Jobs / CA / AlexIv / [eng] | 14.12 | regu,1785278586238001|1785278578155538|1785278578152498,33103c65-57a0-4cd9-8743-7bee00a1032d,696448_Airport Jobs / CA / AlexIv / [int],CA,Airport Jobs Near Me,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 musical_ly_32.4.0 JsSdk/2.0 NetType/WIFI Channel/App Store ByteLocale/en Region/CA isDarkMode/1 WKWebView/1 RevealType/Dialog BytedanceWebvi"
2023-12-14,11:16:09,1bce2b8c28,1,0,0,Iva1 - Tonic | 696448 - Airport Jobs / CA / AlexIv / [eng] | 14.12,Iva1 - Tonic | 696448 - Airport Jobs / CA / AlexIv / [eng] | 14.12 | indo,1785278573111345|1785278578153474|1785278578152498,4d7f37c4-0452-48d4-abff-1b11c9aa393c,696448_Airport Jobs / CA / AlexIv / [int],CA,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 musical_ly_32.4.0 JsSdk/2.0 NetType/WIFI Channel/App Store ByteLocale/en Region/CA isDarkMode/0 WKWebView/1 RevealType/Dialog BytedanceWeb"
2023-12-14,11:16:12,1bce2b8c28,0,1,0,Iva1 - Tonic | 696448 - Airport Jobs / CA / AlexIv / [eng] | 14.12,Iva1 - Tonic | 696448 - Airport Jobs / CA / AlexIv / [eng] | 14.12 | indo,1785278573111345|1785278578153474|1785278578152498,4d7f37c4-0452-48d4-abff-1b11c9aa393c,696448_Airport Jobs / CA / AlexIv / [int],CA,Airport Jobs Hiring,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 musical_ly_32.4.0 JsSdk/2.0 NetType/WIFI Channel/App Store ByteLocale/en Region/CA isDarkMode/0 WKWebView/1 RevealType/Dialog BytedanceWeb"
2023-12-14,11:16:13,1bce2b8c28,0,0,1,Iva1 - Tonic | 696448 - Airport Jobs / CA / AlexIv / [eng] | 14.12,Iva1 - Tonic | 696448 - Airport Jobs / CA / AlexIv / [eng] | 14.12 | indo,1785278573111345|1785278578153474|1785278578152498,4d7f37c4-0452-48d4-abff-1b11c9aa393c,696448_Airport Jobs / CA / AlexIv / [int],CA,Airport Jobs Hiring,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 musical_ly_32.4.0 JsSdk/2.0 NetType/WIFI Channel/App Store ByteLocale/en Region/CA isDarkMode/0 WKWebView/1 RevealType/Dialog BytedanceWeb"
2023-12-14,11:16:30,597830e651,1,0,0,Iva1 - Tonic | 696448 - Airport Jobs / CA / AlexIv / [eng] | 14.12,Iva1 - Tonic | 696448 - Airport Jobs / CA / AlexIv / [eng] | 14.12 | indo,1785278573111345|1785278578153474|1785278578152498,80d9080a-c9c9-4c40-aab2-007aa3d18101,696448_Airport Jobs / CA / AlexIv / [int],CA,,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 musical_ly_32.4.0 JsSdk/2.0 NetType/WIFI Channel/App Store ByteLocale/en Region/CA isDarkMode/1 WKWebView/1 RevealType/Dialog BytedanceWebvi"
2023-12-14,11:16:33,597830e651,0,1,0,Iva1 - Tonic | 696448 - Airport Jobs / CA / AlexIv / [eng] | 14.12,Iva1 - Tonic | 696448 - Airport Jobs / CA / AlexIv / [eng] | 14.12 | indo,1785278573111345|1785278578153474|1785278578152498,80d9080a-c9c9-4c40-aab2-007aa3d18101,696448_Airport Jobs / CA / AlexIv / [int],CA,Airport Jobs Hiring,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 musical_ly_32.4.0 JsSdk/2.0 NetType/WIFI Channel/App Store ByteLocale/en Region/CA isDarkMode/1 WKWebView/1 RevealType/Dialog BytedanceWebvi"
2023-12-14,11:16:53,1bce2b8c28,1,0,0,Iva1 - Tonic | 696448 - Airport Jobs / CA / AlexIv / [eng] | 14.12,Iva1 - Tonic | 696448 - Airport Jobs / CA / AlexIv / [eng] | 14.12 | indo,1785278573111345|1785278578153474|1785278578152498,39e2ff72-463b-4782-8799-d11ce48b1092,696448_Airport Jobs / CA / AlexIv / [int],CA,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 musical_ly_32.4.0 JsSdk/2.0 NetType/WIFI Channel/App Store ByteLocale/en Region/CA isDarkMode/0 WKWebView/1 RevealType/Dialog BytedanceWeb"
2023-12-14,11:16:56,1bce2b8c28,0,1,0,Iva1 - Tonic | 696448 - Airport Jobs / CA / AlexIv / [eng] | 14.12,Iva1 - Tonic | 696448 - Airport Jobs / CA / AlexIv / [eng] | 14.12 | indo,1785278573111345|1785278578153474|1785278578152498,39e2ff72-463b-4782-8799-d11ce48b1092,696448_Airport Jobs / CA / AlexIv / [int],CA,Airport Jobs Hiring,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 musical_ly_32.4.0 JsSdk/2.0 NetType/WIFI Channel/App Store ByteLocale/en Region/CA isDarkMode/0 WKWebView/1 RevealType/Dialog BytedanceWeb"
