day,time,session,view,term_view,ad_click,subid1,subid2,subid3,subid4,campaign,country,keyword,useragent
2023-12-07,21:15:58,2eef9a9cc0,1,0,0,888600_Find Jobs - BE - [tur], Find Jobs - BE - [tur] ,1784536155190322|1784536155179026|1784536155179010,cf98df5c-6ca0-4b98-b45a-53ba97bb8554,888600_Find Jobs - BE - [int] - Viktor,BE,,"Mozilla/5.0 (Linux; Android 12; SM-F711B Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023203050 JsSdk/1.0 NetType/WİFİ Channel/googleplay AppName/musical_ly app_v"
2023-12-07,21:16:17,2eef9a9cc0,0,1,0,888600_Find Jobs - BE - [tur], Find Jobs - BE - [tur] ,1784536155190322|1784536155179026|1784536155179010,cf98df5c-6ca0-4b98-b45a-53ba97bb8554,888600_Find Jobs - BE - [int] - Viktor,BE,Baantje Zoeken,"Mozilla/5.0 (Linux; Android 12; SM-F711B Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023203050 JsSdk/1.0 NetType/WİFİ Channel/googleplay AppName/musical_ly app_v"
2023-12-07,21:16:40,2eef9a9cc0,1,0,0,888600_Find Jobs - BE - [tur], Find Jobs - BE - [tur] ,1784536155190322|1784536155179026|1784536155179010,987faeec-812d-45e0-b7c8-31632609fcd0,888600_Find Jobs - BE - [int] - Viktor,BE,,"Mozilla/5.0 (Linux; Android 12; SM-F711B Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023203050 JsSdk/1.0 NetType/WİFİ Channel/googleplay AppName/musical_ly app_v"
2023-12-07,21:16:43,2eef9a9cc0,0,1,0,888600_Find Jobs - BE - [tur], Find Jobs - BE - [tur] ,1784536155190322|1784536155179026|1784536155179010,987faeec-812d-45e0-b7c8-31632609fcd0,888600_Find Jobs - BE - [int] - Viktor,BE,Job Vacatures,"Mozilla/5.0 (Linux; Android 12; SM-F711B Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023203050 JsSdk/1.0 NetType/WİFİ Channel/googleplay AppName/musical_ly app_v"
2023-12-07,21:16:46,2eef9a9cc0,0,0,1,888600_Find Jobs - BE - [tur], Find Jobs - BE - [tur] ,1784536155190322|1784536155179026|1784536155179010,987faeec-812d-45e0-b7c8-31632609fcd0,888600_Find Jobs - BE - [int] - Viktor,BE,Job Vacatures,"Mozilla/5.0 (Linux; Android 12; SM-F711B Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023203050 JsSdk/1.0 NetType/WİFİ Channel/googleplay AppName/musical_ly app_v"
2023-12-07,21:18:42,2eef9a9cc0,1,0,0,888600_Find Jobs - BE - [tur], Find Jobs - BE - [tur] ,1784536155190322|1784536155179026|1784536155179010,d5bbb096-6497-462c-9ba9-719794e02896,888600_Find Jobs - BE - [int] - Viktor,BE,,"Mozilla/5.0 (Linux; Android 12; SM-F711B Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023203050 JsSdk/1.0 NetType/WİFİ Channel/googleplay AppName/musical_ly app_v"
2023-12-07,21:18:47,2eef9a9cc0,1,0,0,888600_Find Jobs - BE - [tur], Find Jobs - BE - [tur] ,1784536155190322|1784536155179026|1784536155179010,3b02197c-3eba-4b47-bf44-907dbbda37dd,888600_Find Jobs - BE - [int] - Viktor,BE,,"Mozilla/5.0 (Linux; Android 12; SM-F711B Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023203050 JsSdk/1.0 NetType/WİFİ Channel/googleplay AppName/musical_ly app_v"
2023-12-07,21:46:06,9f49136f74,1,0,0,888600_Find Jobs - BE - [fa],Find Jobs - BE - [fa] ,1784629665816609|1784629662422017|1784629662421041,4b11d210-4318-4fb1-add4-836f8c2b0633,888600_Find Jobs - BE - [int] - Viktor,BE,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 musical_ly_32.3.0 JsSdk/2.0 NetType/WIFI Channel/App Store ByteLocale/fr Region/BE isDarkMode/0 WKWebView/1 RevealType/Dialog BytedanceWeb"
2023-12-07,21:48:09,7ac70f2027,1,0,0,888600_Find Jobs - BE - [nl],Find Jobs - BE - [nl] ,1784348560984081|1784348560972833|1784348560972817,160ef56f-f948-4349-89e2-5a634e577169,888600_Find Jobs - BE - [int] - Viktor,BE,,"Mozilla/5.0 (Linux; Android 12; SM-A125F Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.66 Mobile Safari/537.36 musical_ly_2023204030 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app_ve"
2023-12-07,21:48:18,7ac70f2027,0,1,0,888600_Find Jobs - BE - [nl],Find Jobs - BE - [nl] ,1784348560984081|1784348560972833|1784348560972817,160ef56f-f948-4349-89e2-5a634e577169,888600_Find Jobs - BE - [int] - Viktor,BE,Baantje Zoeken,"Mozilla/5.0 (Linux; Android 12; SM-A125F Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.66 Mobile Safari/537.36 musical_ly_2023204030 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app_ve"
2023-12-07,21:48:34,7ac70f2027,0,0,1,888600_Find Jobs - BE - [nl],Find Jobs - BE - [nl] ,1784348560984081|1784348560972833|1784348560972817,160ef56f-f948-4349-89e2-5a634e577169,888600_Find Jobs - BE - [int] - Viktor,BE,Baantje Zoeken,"Mozilla/5.0 (Linux; Android 12; SM-A125F Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.66 Mobile Safari/537.36 musical_ly_2023204030 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app_ve"
2023-12-07,21:49:46,840dbe2f0a,1,0,0,888600_Find Jobs - BE - [fa],Find Jobs - BE - [fa] ,1784629665816609|1784629662422017|1784629662421041,1a1f3e82-27ea-49fa-be5a-8455a1242294,888600_Find Jobs - BE - [int] - Viktor,BE,,"Mozilla/5.0 (Linux; Android 12; SM-A217F Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023204030 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app_v"
2023-12-07,21:49:54,840dbe2f0a,0,1,0,888600_Find Jobs - BE - [fa],Find Jobs - BE - [fa] ,1784629665816609|1784629662422017|1784629662421041,1a1f3e82-27ea-49fa-be5a-8455a1242294,888600_Find Jobs - BE - [int] - Viktor,BE,Find A Job,"Mozilla/5.0 (Linux; Android 12; SM-A217F Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023204030 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app_v"
2023-12-07,21:55:19,9763f803b0,1,0,0,888600_Find Jobs - BE - [ar],Find Jobs - BE - [ar] ,1784535932164177|1784535927634977|1784535927634961,831cb28e-fb6d-4264-bb57-5f9663ace602,888600_Find Jobs - BE - [int] - Viktor,BE,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 musical_ly_32.3.0 JsSdk/2.0 NetType/WIFI Channel/App Store ByteLocale/ar Region/BE isDarkMode/0 WKWebView/1 RevealType/Dialog BytedanceWeb"
2023-12-07,21:55:31,9763f803b0,0,1,0,888600_Find Jobs - BE - [ar],Find Jobs - BE - [ar] ,1784535932164177|1784535927634977|1784535927634961,831cb28e-fb6d-4264-bb57-5f9663ace602,888600_Find Jobs - BE - [int] - Viktor,BE,Job Vacatures,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 musical_ly_32.3.0 JsSdk/2.0 NetType/WIFI Channel/App Store ByteLocale/ar Region/BE isDarkMode/0 WKWebView/1 RevealType/Dialog BytedanceWeb"
2023-12-07,21:56:10,f873eb2637,1,0,0,888600_Find Jobs - BE - [ar],Find Jobs - BE - [ar] ,1784535932164177|1784535927634977|1784535927634961,2cdb79cd-571b-43d3-9ba2-2e6b5ba36f71,888600_Find Jobs - BE - [int] - Viktor,BE,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 musical_ly_32.3.0 JsSdk/2.0 NetType/WIFI Channel/App Store ByteLocale/ar Region/BE isDarkMode/0 WKWebView/1 RevealType/Dialog BytedanceWeb"
2023-12-07,21:56:13,f873eb2637,0,1,0,888600_Find Jobs - BE - [ar],Find Jobs - BE - [ar] ,1784535932164177|1784535927634977|1784535927634961,2cdb79cd-571b-43d3-9ba2-2e6b5ba36f71,888600_Find Jobs - BE - [int] - Viktor,BE,Find Jobs,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 musical_ly_32.3.0 JsSdk/2.0 NetType/WIFI Channel/App Store ByteLocale/ar Region/BE isDarkMode/0 WKWebView/1 RevealType/Dialog BytedanceWeb"
2023-12-07,21:56:15,f873eb2637,0,0,1,888600_Find Jobs - BE - [ar],Find Jobs - BE - [ar] ,1784535932164177|1784535927634977|1784535927634961,2cdb79cd-571b-43d3-9ba2-2e6b5ba36f71,888600_Find Jobs - BE - [int] - Viktor,BE,Find Jobs,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 musical_ly_32.3.0 JsSdk/2.0 NetType/WIFI Channel/App Store ByteLocale/ar Region/BE isDarkMode/0 WKWebView/1 RevealType/Dialog BytedanceWeb"
2023-12-07,21:00:51,7b808dd51d,1,0,0,888616_Find Jobs - DE - [ro] ,Find Jobs - DE - [ro],1784533975817265|1784533975759921|1784533975759905,01d34abe-19fc-4f17-bf4d-07a10925a85e,888616_Find Jobs - DE - [int] - Viktor,DE,,"Mozilla/5.0 (Linux; Android 13; SM-A127F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.5735.196 Mobile Safari/537.36 trill_2021707000 JsSdk/1.0 NetType/MOBILE Channel/tt_eu_samsung2020_yz1 AppName/musical_"
2023-12-07,21:07:54,71354bd3c0,1,0,0,888616_Find Jobs - DE - [ro] ,Find Jobs - DE - [ro],1784533975817265|1784533975759921|1784533975759905,b973f658-928f-44f7-8337-b0c5d6cedb7f,888616_Find Jobs - DE - [int] - Viktor,RO,,"Mozilla/5.0 (Linux; Android 13; SM-A346B Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023204030 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app_v"
2023-12-07,21:08:06,71354bd3c0,0,1,0,888616_Find Jobs - DE - [ro] ,Find Jobs - DE - [ro],1784533975817265|1784533975759921|1784533975759905,b973f658-928f-44f7-8337-b0c5d6cedb7f,888616_Find Jobs - DE - [int] - Viktor,RO,Jobsuche Râmnicu Vâlcea,"Mozilla/5.0 (Linux; Android 13; SM-A346B Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023204030 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app_v"
2023-12-07,21:08:56,07ba28598d,1,0,0,888616_Find Jobs - DE - [ua] ,Find Jobs - DE - [ua],1784534226851874|1784534226847762|1784534226847746,cc436b20-d8dc-44b6-ae64-adfc5008b807,888616_Find Jobs - DE - [int] - Viktor,DE,,"Mozilla/5.0 (Linux; Android 14; SM-S901B Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023204030 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app_v"
2023-12-07,21:11:10,54d9c9ddfd,1,0,0,888616_Find Jobs - DE - [ua] ,Find Jobs - DE - [ua],1784534226851874|1784534226847762|1784534226847746,76bf8eef-e2f4-4017-b7a9-84cf53143fd1,888616_Find Jobs - DE - [int] - Viktor,DE,,"Mozilla/5.0 (Linux; Android 12; Redmi Note 9 Pro Build/SKQ1.211019.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023204030 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_"
2023-12-07,21:11:39,54d9c9ddfd,0,1,0,888616_Find Jobs - DE - [ua] ,Find Jobs - DE - [ua],1784534226851874|1784534226847762|1784534226847746,76bf8eef-e2f4-4017-b7a9-84cf53143fd1,888616_Find Jobs - DE - [int] - Viktor,DE,Arbeitssuche,"Mozilla/5.0 (Linux; Android 12; Redmi Note 9 Pro Build/SKQ1.211019.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023204030 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_"
2023-12-07,21:11:44,54d9c9ddfd,0,0,1,888616_Find Jobs - DE - [ua] ,Find Jobs - DE - [ua],1784534226851874|1784534226847762|1784534226847746,76bf8eef-e2f4-4017-b7a9-84cf53143fd1,888616_Find Jobs - DE - [int] - Viktor,DE,Arbeitssuche,"Mozilla/5.0 (Linux; Android 12; Redmi Note 9 Pro Build/SKQ1.211019.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023204030 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_"
2023-12-07,21:14:56,38a03d1c8c,1,0,0,888616_Find Jobs - DE - [fr] , Find Jobs - DE - [fr],1784535047191569|1784535047183409|1784535046824994,ddd8ab1a-5af1-41ee-b47f-8237e823cce9,888616_Find Jobs - DE - [int] - Viktor,DE,,"Mozilla/5.0 (Linux; Android 13; SM-A546B Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023204030 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app_v"
