day,time,session,view,term_view,ad_click,subid1,subid2,subid3,subid4,campaign,country,keyword,useragent
2023-12-12,17:11:58,6fed62337b,0,0,1,Iva1 - Tonic | 767482 - Truck Driver Jobs / CH / AlexIv / [rus] | 28.10,Iva1 - Tonic | 767482 - Truck Driver Jobs / CH / AlexIv / [rus] | 12.12 | best,1785100831347730|1785100863300626|1780953476031489,6a13e760-5fe9-4fdb-8d8f-e38749ac07e6,767482_Truck Driver Jobs / CH / AlexIv / [int],CH,Lkw Fahrer Ausbildung,"Mozilla/5.0 (Linux; Android 13; 22071219CG Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023205030 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app"
2023-12-12,17:11:58,6fed62337b,0,0,1,Iva1 - Tonic | 767482 - Truck Driver Jobs / CH / AlexIv / [rus] | 28.10,Iva1 - Tonic | 767482 - Truck Driver Jobs / CH / AlexIv / [rus] | 12.12 | best,1785100831347730|1785100863300626|1780953476031489,6a13e760-5fe9-4fdb-8d8f-e38749ac07e6,767482_Truck Driver Jobs / CH / AlexIv / [int],CH,Lkw Fahrer Ausbildung,"Mozilla/5.0 (Linux; Android 13; 22071219CG Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023205030 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app"
2023-12-12,17:11:58,6fed62337b,0,0,1,Iva1 - Tonic | 767482 - Truck Driver Jobs / CH / AlexIv / [rus] | 28.10,Iva1 - Tonic | 767482 - Truck Driver Jobs / CH / AlexIv / [rus] | 12.12 | best,1785100831347730|1785100863300626|1780953476031489,6a13e760-5fe9-4fdb-8d8f-e38749ac07e6,767482_Truck Driver Jobs / CH / AlexIv / [int],CH,Lkw Fahrer Ausbildung,"Mozilla/5.0 (Linux; Android 13; 22071219CG Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023205030 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app"
2023-12-12,17:11:58,6fed62337b,0,0,1,Iva1 - Tonic | 767482 - Truck Driver Jobs / CH / AlexIv / [rus] | 28.10,Iva1 - Tonic | 767482 - Truck Driver Jobs / CH / AlexIv / [rus] | 12.12 | best,1785100831347730|1785100863300626|1780953476031489,6a13e760-5fe9-4fdb-8d8f-e38749ac07e6,767482_Truck Driver Jobs / CH / AlexIv / [int],CH,Lkw Fahrer Ausbildung,"Mozilla/5.0 (Linux; Android 13; 22071219CG Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023205030 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app"
2023-12-12,17:23:16,1deb9dedbe,1,0,0,Iva1 - Tonic | 767482 - Truck Driver Jobs / CH / AlexIv / [rus] | 28.10,Iva1 - Tonic | 767482 - Truck Driver Jobs / CH / AlexIv / [rus] | 12.12 | best,1785100831346738|1785100863300626|1780953476031489,3d212a56-5c8f-40f5-a6fb-163b2dad48f1,767482_Truck Driver Jobs / CH / AlexIv / [int],CH,,"Mozilla/5.0 (Linux; Android 12; RMX3085 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.5735.196 Mobile Safari/537.36 trill_2023002030 JsSdk/1.0 NetType/MOBILE Channel/googleplay AppName/musical_ly app_versi"
2023-12-12,17:02:48,6187b49085,1,0,0,Iva1 - Tonic | 767487 - Truck Driver Jobs / BE / AlexIv / [eng] | 24.10,Iva1 - Tonic | 767487 - Truck Driver Jobs / BE / AlexIv / [eng] | 12.12 | best,1785061621140481|1785061612471330|1780611821815857,273847fa-e438-49a1-b352-2060820c9879,767487_Truck Driver Jobs / BE / AlexIv / [int],BE,,"Mozilla/5.0 (Linux; Android 11; CPH2269 Build/RP1A.200720.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023204030 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app_ve"
2023-12-12,17:02:50,6187b49085,0,1,0,Iva1 - Tonic | 767487 - Truck Driver Jobs / BE / AlexIv / [eng] | 24.10,Iva1 - Tonic | 767487 - Truck Driver Jobs / BE / AlexIv / [eng] | 12.12 | best,1785061621140481|1785061612471330|1780611821815857,273847fa-e438-49a1-b352-2060820c9879,767487_Truck Driver Jobs / BE / AlexIv / [int],BE,Truck Driving Jobs Near Me,"Mozilla/5.0 (Linux; Android 11; CPH2269 Build/RP1A.200720.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023204030 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app_ve"
2023-12-12,17:02:53,6187b49085,0,0,1,Iva1 - Tonic | 767487 - Truck Driver Jobs / BE / AlexIv / [eng] | 24.10,Iva1 - Tonic | 767487 - Truck Driver Jobs / BE / AlexIv / [eng] | 12.12 | best,1785061621140481|1785061612471330|1780611821815857,273847fa-e438-49a1-b352-2060820c9879,767487_Truck Driver Jobs / BE / AlexIv / [int],BE,Truck Driving Jobs Near Me,"Mozilla/5.0 (Linux; Android 11; CPH2269 Build/RP1A.200720.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023204030 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app_ve"
2023-12-12,17:07:31,6918b2ef78,1,0,0,Iva1 - Tonic | 767487 - Truck Driver Jobs / BE / AlexIv / [fre] | 24.10,Iva1 - Tonic | 767487 - Truck Driver Jobs / BE / AlexIv / [fre] | 12.12 | best,1785074074663969|1785074077226001|1780617002215490,21d555a4-9005-4ced-ba1f-d2808e946355,767487_Truck Driver Jobs / BE / AlexIv / [int],BE,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 musical_ly_32.4.0 JsSdk/2.0 NetType/WIFI Channel/App Store ByteLocale/fr Region/BE isDarkMode/0 WKWebView/1 RevealType/Dialog BytedanceWeb"
2023-12-12,17:23:10,69db4a59df,1,0,0,Iva1 - Tonic | 767561 - Truck Driver Jobs / IL / AlexIv / [rus] | 28.10,Iva1 - Tonic | 767561 - Truck Driver Jobs / IL / AlexIv / [rus] | 12.12 | best,1785099113106434|1785099106124850|1780955979611185,ee94204d-2b76-47f2-baff-573145d14b74,767561_Truck Driver Jobs / IL / AlexIv / [int],IL,,"Mozilla/5.0 (Linux; Android 13; SM-A515F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/104.0.5112.97 Mobile Safari/537.36  trill_2022403050 JsSdk/1.0 NetType/MOBILE Channel/googleplay AppName/musical_ly app_vers"
2023-12-12,17:33:26,961fe8c5df,1,0,0,Iva1 - Tonic | 767561 - Truck Driver Jobs / IL / AlexIv / [rus] | 28.10,Iva1 - Tonic | 767561 - Truck Driver Jobs / IL / AlexIv / [rus] | 12.12 | best,1785099113106434|1785099106124850|1780955979611185,172953f0-3fd3-4fd0-a540-78a1cb70b968,767561_Truck Driver Jobs / IL / AlexIv / [int],IL,,"Mozilla/5.0 (Linux; Android 11; SM-G970N Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.43 Mobile Safari/537.36 Channel/release AppName/ultralite app_version/32.2.7 Region/IL ByteLocale/ru-RU ByteFullL"
2023-12-12,17:53:09,1f462c97ad,1,0,0,Iva1 - Tonic | 767561 - Truck Driver Jobs / IL / AlexIv / [rus] | 28.10,Iva1 - Tonic | 767561 - Truck Driver Jobs / IL / AlexIv / [rus] | 12.12 | best,1785099113106434|1785099106124850|1780955979611185,8823ad4e-2dd6-4f4c-956b-7592c5750e86,767561_Truck Driver Jobs / IL / AlexIv / [int],IL,,"Mozilla/5.0 (Linux; Android 12; 22101316G Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023204030 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app_"
2023-12-12,17:53:14,1f462c97ad,0,1,0,Iva1 - Tonic | 767561 - Truck Driver Jobs / IL / AlexIv / [rus] | 28.10,Iva1 - Tonic | 767561 - Truck Driver Jobs / IL / AlexIv / [rus] | 12.12 | best,1785099113106434|1785099106124850|1780955979611185,8823ad4e-2dd6-4f4c-956b-7592c5750e86,767561_Truck Driver Jobs / IL / AlexIv / [int],IL,Truck Driving Jobs,"Mozilla/5.0 (Linux; Android 12; 22101316G Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023204030 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app_"
2023-12-12,17:00:02,5d3c4aa4fe,1,0,0,Iva1 - Tonic | 780182 - Truck Driver Jobs / AU / AlexIv / [spa] | 28.10,Iva1 - Tonic | 780182 - Truck Driver Jobs / AU / AlexIv / [spa] | 12.12 | best,1785101514532865|1785101550347297|1780945956427777,a68df3e3-16ec-49e8-90cc-3dc597de602e,780182_Truck Driver Jobs / AU / AlexIv / [int],AU,,"Mozilla/5.0 (Linux; Android 14; SM-S918B Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.163 Mobile Safari/537.36 musical_ly_2023203050 JsSdk/1.0 NetType/MOBILE Channel/googleplay AppName/musical_ly app"
2023-12-12,17:04:21,f88e97bf88,1,0,0,Iva1 - Tonic | 780182 - Truck Driver Jobs / AU / AlexIv / [spa] | 28.10,Iva1 - Tonic | 780182 - Truck Driver Jobs / AU / AlexIv / [spa] | 12.12 | best,1785101514532865|1785101550347297|1780945956427777,1d3b41c3-6aab-4115-8e44-b9d9c0d0dcf6,780182_Truck Driver Jobs / AU / AlexIv / [int],AU,,"Mozilla/5.0 (Linux; Android 13; SM-S908E Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023205030 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app_v"
2023-12-12,17:10:01,07092aca4e,1,0,0,Iva1 - Tonic | 780182 - Truck Driver Jobs / AU / AlexIv / [spa] | 28.10,Iva1 - Tonic | 780182 - Truck Driver Jobs / AU / AlexIv / [spa] | 12.12 | best,1785101514532865|1785101550347297|1780945956427777,ba638869-22b2-4cea-b983-8b827049bfc1,780182_Truck Driver Jobs / AU / AlexIv / [int],AU,,"Mozilla/5.0 (Linux; Android 13; CPH2271 Build/TP1A.220905.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.194 Mobile Safari/537.36 musical_ly_2023204030 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app_ve"
2023-12-12,17:10:10,07092aca4e,0,1,0,Iva1 - Tonic | 780182 - Truck Driver Jobs / AU / AlexIv / [spa] | 28.10,Iva1 - Tonic | 780182 - Truck Driver Jobs / AU / AlexIv / [spa] | 12.12 | best,1785101514532865|1785101550347297|1780945956427777,ba638869-22b2-4cea-b983-8b827049bfc1,780182_Truck Driver Jobs / AU / AlexIv / [int],AU,Truck Driver Companies,"Mozilla/5.0 (Linux; Android 13; CPH2271 Build/TP1A.220905.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.194 Mobile Safari/537.36 musical_ly_2023204030 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app_ve"
2023-12-12,17:21:50,7c8d773148,1,0,0,Iva1 - Tonic | 780182 - Truck Driver Jobs / AU / AlexIv / [spa] | 28.10,Iva1 - Tonic | 780182 - Truck Driver Jobs / AU / AlexIv / [spa] | 12.12 | best,1785101514532865|1785101550347297|1780945956427777,83a0a29e-206d-4546-937d-62c1fa6379ec,780182_Truck Driver Jobs / AU / AlexIv / [int],AU,,"Mozilla/5.0 (Linux; Android 10; LYA-L29 Build/HUAWEILYA-L29; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023205030 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app_vers"
2023-12-12,17:42:28,84b6f29761,1,0,0,,,,,856332_Muslim Dating / FI / AlexIv / [int],,,
2023-12-12,17:07:46,68ca393fbb,1,0,0,Iva1 - Tonic | 856848 - Cinematography Courses / IT / AlexIv / [rom] | 23.11,Iva1 - Tonic | 856848 - Cinematography Courses / IT / AlexIv / [rom] | 10.12 | cave,1784846316051457|1784846307335170|1783335517499394,8023ff50-7d35-43da-b1d1-702c4a876c9c,856848_Cinematography Courses / IT / AlexIv / [int],IT,,"Mozilla/5.0 (Linux; Android 10; JNY-LX1 Build/HUAWEIJNY-L21; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/88.0.4324.93 Mobile Safari/537.36 trill_2023008040 JsSdk/1.0 NetType/4G Channel/huaweiadsglobal_int AppName/musical_ly app_vers"
2023-12-12,17:20:50,32725cd0e9,1,0,0,__CAMPAIGN_NAME__,__AID_NAME__,__C|__AID__|__CAMPAIGN_ID__,6d8d7d0c-3f76-4a0a-a8b1-838714385928,856848_Cinematography Courses / IT / AlexIv / [int],US,,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/19F77"
2023-12-12,17:21:11,6245542025,1,0,0,__CAMPAIGN_NAME__,__AID_NAME__,__C|__AID__|__CAMPAIGN_ID__,6b17e946-0216-420b-b2fa-3ec7ed40f8a7,856848_Cinematography Courses / IT / AlexIv / [int],US,,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/19F77"
2023-12-12,17:21:25,8b67d9d9a3,1,0,0,Iva1 - Tonic | 856848 - Cinematography Courses / IT / AlexIv / [arab] | 23.11,Copy 2 of Iva1 - Tonic | 856848 - Cinematography Courses / IT / AlexIv / [arab] | 11.12 | cave,1784972344342561|1784972316522498|1783335108248625,e13c3b3d-9557-4153-ad5e-163b8970eb42,856848_Cinematography Courses / IT / AlexIv / [int],IT,,"Mozilla/5.0 (Linux; Android 11; M2006C3MNG Build/RP1A.200720.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/116.0.0.0 Mobile Safari/537.36  trill_2021900000 JsSdk/1.0 NetType/MOBILE Channel/xiaomipreload_int AppName/musical_ly app"
2023-12-12,17:21:28,8b67d9d9a3,0,1,0,Iva1 - Tonic | 856848 - Cinematography Courses / IT / AlexIv / [arab] | 23.11,Copy 2 of Iva1 - Tonic | 856848 - Cinematography Courses / IT / AlexIv / [arab] | 11.12 | cave,1784972344342561|1784972316522498|1783335108248625,e13c3b3d-9557-4153-ad5e-163b8970eb42,856848_Cinematography Courses / IT / AlexIv / [int],IT,Web Developer Corso,"Mozilla/5.0 (Linux; Android 11; M2006C3MNG Build/RP1A.200720.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/116.0.0.0 Mobile Safari/537.36  trill_2021900000 JsSdk/1.0 NetType/MOBILE Channel/xiaomipreload_int AppName/musical_ly app"
2023-12-12,17:30:38,82e44476b1,1,0,0,,,,,907442_Find Jobs - GB - [int] - Viktor,,,
2023-12-12,17:30:38,71ddcadae0,1,0,0,,,,,907522_Find Jobs - NL - [int] - Viktor,,,
2023-12-12,17:05:46,33a78a135c,1,0,0,TikTok (Tonic) - Ruslan - 909267 - Construction Services / CA / Nikita / farsi,TikTok (Tonic) - Ruslan - 909267 - Construction Services / CA / Nikita / farsi | 08.12 | ev,1784709938436129|1784709934806017|1784709929810961,95097e9f-bee1-4b6c-a699-ed9b7acd6800,909267_Construction Services / CA / Nikita / INT,CA,,"Mozilla/5.0 (Linux; Android 13; SM-G988W Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023204030 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app_v"
2023-12-12,17:08:42,6b0fa7e926,1,0,0,TikTok (Tonic) - Ruslan - 909267 - Construction Services / CA / Nikita / farsi,TikTok (Tonic) - Ruslan - 909267 - Construction Services / CA / Nikita / farsi | 08.12 | ev,1784709938436129|1784709934806017|1784709929810961,4c120de4-ee2c-4863-84e1-bf59a2456926,909267_Construction Services / CA / Nikita / INT,CA,,"Mozilla/5.0 (Linux; Android 11; Power 5 Build/RP1A.200720.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023204030 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app_ve"
2023-12-12,17:10:27,100694b21e,1,0,0,TikTok (Tonic) - Ruslan - 909267 - Construction Services / CA / Nikita / farsi,TikTok (Tonic) - Ruslan - 909267 - Construction Services / CA / Nikita / farsi | 08.12 | ev,1784709938436129|1784709934806017|1784709929810961,1728c9a4-23b6-46bb-a40d-41612c42f9bb,909267_Construction Services / CA / Nikita / INT,CA,,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 musical_ly_32.4.0 JsSdk/2.0 NetType/2G Channel/App Store ByteLocale/en Region/CA isDarkMode/0 WKWebView/1 RevealType/Dialog BytedanceWebvi"
2023-12-12,17:10:33,100694b21e,0,1,0,TikTok (Tonic) - Ruslan - 909267 - Construction Services / CA / Nikita / farsi,TikTok (Tonic) - Ruslan - 909267 - Construction Services / CA / Nikita / farsi | 08.12 | ev,1784709938436129|1784709934806017|1784709929810961,1728c9a4-23b6-46bb-a40d-41612c42f9bb,909267_Construction Services / CA / Nikita / INT,CA,Construction Services Mississauga,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 musical_ly_32.4.0 JsSdk/2.0 NetType/2G Channel/App Store ByteLocale/en Region/CA isDarkMode/0 WKWebView/1 RevealType/Dialog BytedanceWebvi"
2023-12-12,17:10:35,100694b21e,0,0,1,TikTok (Tonic) - Ruslan - 909267 - Construction Services / CA / Nikita / farsi,TikTok (Tonic) - Ruslan - 909267 - Construction Services / CA / Nikita / farsi | 08.12 | ev,1784709938436129|1784709934806017|1784709929810961,1728c9a4-23b6-46bb-a40d-41612c42f9bb,909267_Construction Services / CA / Nikita / INT,CA,Construction Services Mississauga,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 musical_ly_32.4.0 JsSdk/2.0 NetType/2G Channel/App Store ByteLocale/en Region/CA isDarkMode/0 WKWebView/1 RevealType/Dialog BytedanceWebvi"
2023-12-12,17:10:35,100694b21e,0,0,1,TikTok (Tonic) - Ruslan - 909267 - Construction Services / CA / Nikita / farsi,TikTok (Tonic) - Ruslan - 909267 - Construction Services / CA / Nikita / farsi | 08.12 | ev,1784709938436129|1784709934806017|1784709929810961,1728c9a4-23b6-46bb-a40d-41612c42f9bb,909267_Construction Services / CA / Nikita / INT,CA,Construction Services Mississauga,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 musical_ly_32.4.0 JsSdk/2.0 NetType/2G Channel/App Store ByteLocale/en Region/CA isDarkMode/0 WKWebView/1 RevealType/Dialog BytedanceWebvi"
